committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,YE,202002209187026727,23,SB23.4898,1385119,CCM,CAMPAIGN COMMITTEE,C00556506,C00556506,TED LIEU FOR CONGRESS,CA,TED LIEU FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-07-17 00:00:00,1000.00,H,HOUSE,33,H4CA33119,"LIEU, TED",TED,LIEU,,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2020-02-29 01:36:43.408,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4022120201693444189,ENCINO,91436,CONTRIBUTIONS,,2020,SB,4022820201699987466,http://docquery.fec.gov/cgi-bin/fecimg/?202002209187026727,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234525,23,SB23.4779,1344970,CCM,CAMPAIGN COMMITTEE,C00331769,C00331769,BARBARA LEE FOR CONGRESS,CA,BARBARA LEE FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-02-17 00:00:00,1000.00,H,HOUSE,13,H8CA09060,"LEE, BARBARA",BARBARA,LEE,,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.331,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,OAKLAND,94612,CONTRIBUTIONS,,2020,SB,4073120191661913596,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234525,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234526,23,SB23.4797,1344970,CCM,CAMPAIGN COMMITTEE,C00650648,C00650648,CISNEROS FOR CONGRESS,CA,CISNEROS FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-25 00:00:00,1000.00,H,HOUSE,39,H8CA39174,"CISNEROS, GILBERT",GILBERT,CISNEROS,,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.331,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,PLACENTIA,92871,CONTRIBUTIONS,,2020,SB,4073120191661913602,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234526,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234526,23,SB23.4783,1344970,CCM,CAMPAIGN COMMITTEE,C00543363,C00543363,CITIZENS FOR BOYLE,PA,CITIZENS FOR BOYLE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-03-14 00:00:00,1000.00,H,HOUSE,02,H4PA13199,"BOYLE, BRENDAN F",BRENDAN F,BOYLE,,,,PA,PENNSYLVANIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.331,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,PHILADELPHIA,19116,CONTRIBUTIONS,,2020,SB,4073120191661913604,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234526,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234526,23,SB23.4805,1344970,CCM,CAMPAIGN COMMITTEE,C00543363,C00543363,CITIZENS FOR BOYLE,PA,CITIZENS FOR BOYLE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-28 00:00:00,1000.00,H,HOUSE,02,H4PA13199,"BOYLE, BRENDAN F",BRENDAN F,BOYLE,,,,PA,PENNSYLVANIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.331,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,PHILADELPHIA,19116,CONTRIBUTIONS,,2020,SB,4073120191661913606,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234526,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234527,23,SB23.4776,1344970,CCM,CAMPAIGN COMMITTEE,C00472159,C00472159,DENNY HECK FOR CONGRESS,WA,DENNY HECK FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-02-08 00:00:00,1000.00,H,HOUSE,10,H0WA03161,"HECK, DENNIS",DENNIS,HECK,,,,WA,WASHINGTON,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.332,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,OLYMPIA,98507,CONTRIBUTIONS,,2020,SB,4073120191661913608,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234527,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234527,23,SB23.4890,1344970,CCM,CAMPAIGN COMMITTEE,C00658633,C00658633,FRIENDS OF BEN MCADAMS,UT,FRIENDS OF BEN MCADAMS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-28 00:00:00,1000.00,H,HOUSE,04,H8UT04053,"MCADAMS, BEN",BEN,MCADAMS,,,,UT,UTAH,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,SALT LAKE CITY,84152,CONTRIBUTIONS,,2020,SB,4073120191661913612,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234527,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234528,23,SB23.4795,1344970,CCM,CAMPAIGN COMMITTEE,C00558627,C00558627,GALLEGO FOR ARIZONA,AZ,GALLEGO FOR ARIZONA,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-11 00:00:00,1000.00,H,HOUSE,07,H4AZ07043,"GALLEGO, RUBEN",RUBEN,GALLEGO,,,,AZ,ARIZONA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,PHOENIX,85001,CONTRIBUTIONS,,2020,SB,4073120191661913614,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234528,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234528,23,SB23.4778,1344970,CCM,CAMPAIGN COMMITTEE,C00638650,C00638650,HALEY STEVENS FOR CONGRESS,MI,HALEY STEVENS FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-02-26 00:00:00,1000.00,H,HOUSE,11,H8MI11254,"STEVENS, HALEY",HALEY,STEVENS,,,,MI,MICHIGAN,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,BIRMINGHAM,48009,CONTRIBUTIONS,,2020,SB,4073120191661913616,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234528,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234529,23,SB23.4784,1344970,CCM,CAMPAIGN COMMITTEE,C00575126,C00575126,JAMIE RASKIN FOR CONGRESS,MD,JAMIE RASKIN FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-04-09 00:00:00,1000.00,H,HOUSE,08,H6MD08457,"RASKIN, JAMIE",JAMIE,RASKIN,,,,MD,MARYLAND,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,TAKOMA PARK,20913,CONTRIBUTIONS,,2020,SB,4073120191661913620,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234529,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234529,23,SB23.4788,1344970,CCM,CAMPAIGN COMMITTEE,C00503052,C00503052,JEFFRIES FOR CONGRESS,DC,JEFFRIES FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-04-23 00:00:00,1000.00,H,HOUSE,08,H2NY10092,"JEFFRIES, HAKEEM",HAKEEM,JEFFRIES,,,,NY,NEW YORK,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,WASHINGTON,20008,CONTRIBUTIONS,,2020,SB,4073120191661913622,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234529,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234529,23,SB23.4781,1344970,CCM,CAMPAIGN COMMITTEE,C00648253,C00648253,JOE NEGUSE FOR CONGRESS,CO,JOE NEGUSE FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-02-12 00:00:00,1000.00,H,HOUSE,02,H8CO02160,"NEGUSE, JOSEPH",JOSEPH,NEGUSE,,,,CO,COLORADO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,BOULDER,80306,CONTRIBUTIONS,,2020,SB,4073120191661913624,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234529,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234530,23,SB23.4791,1344970,CCM,CAMPAIGN COMMITTEE,C00636571,C00636571,KATIE PORTER FOR CONGRESS,CA,KATIE PORTER FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-05-21 00:00:00,1000.00,H,HOUSE,45,H8CA45130,"PORTER, KATHERINE",KATHERINE,PORTER,,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,LOS ANGELES,90017,CONTRIBUTIONS,,2020,SB,4073120191661913626,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234530,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234530,23,SB23.4802,1344970,CCM,CAMPAIGN COMMITTEE,C00648915,C00648915,KENDRA HORN FOR CONGRESS,OK,KENDRA HORN FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-27 00:00:00,1000.00,H,HOUSE,05,H8OK05109,"HORN, KENDRA",KENDRA,HORN,,,,OK,OKLAHOMA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,OKLAHOMA CITY,73154,CONTRIBUTIONS,,2020,SB,4073120191661913628,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234530,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234531,23,SB23.4880,1344970,CCM,CAMPAIGN COMMITTEE,C00510461,C00510461,PETE AGUILAR FOR CONGRESS,CA,PETE AGUILAR FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-05-14 00:00:00,1000.00,H,HOUSE,31,H2CA31125,"AGUILAR, PETE",PETE,AGUILAR,,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.335,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,SAN BERNARDINO,92423,CONTRIBUTIONS,,2020,SB,4073120191661913634,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234531,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234532,23,SB23.4775,1344970,CCM,CAMPAIGN COMMITTEE,C00655613,C00655613,SUSIE LEE FOR CONGRESS,NV,SUSIE LEE FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-02-26 00:00:00,1000.00,H,HOUSE,03,H8NV03200,"LEE, SUSIE",SUSIE,LEE,,,,NV,NEVADA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.335,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,LAS VEGAS,89148,CONTRIBUTIONS,,2020,SB,4073120191661913638,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234532,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234532,23,SB23.4800,1344970,CCM,CAMPAIGN COMMITTEE,C00499467,C00499467,TITUS FOR CONGRESS,NV,TITUS FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-25 00:00:00,1000.00,H,HOUSE,01,H8NV03036,"TITUS, DINA",DINA,TITUS,,,,NV,NEVADA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.335,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,LAS VEGAS,89170,CONTRIBUTIONS,,2020,SB,4073120191661913642,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234532,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234531,23,SB23.4780,1344970,CCM,CAMPAIGN COMMITTEE,C00410639,C00410639,PERLMUTTER FOR CONGRESS,CO,PERLMUTTER FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-03-04 00:00:00,1500.00,H,HOUSE,07,H6CO07023,"PERLMUTTER, EDWIN G",EDWIN G,PERLMUTTER,,,,CO,COLORADO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.334,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,WHEAT RIDGE,80033,CONTRIBUTIONS,,2020,SB,4073120191661913632,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234531,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234532,23,SB23.4777,1344970,CCM,CAMPAIGN COMMITTEE,C00655613,C00655613,SUSIE LEE FOR CONGRESS,NV,SUSIE LEE FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-21 00:00:00,1500.00,H,HOUSE,03,H8NV03200,"LEE, SUSIE",SUSIE,LEE,,,,NV,NEVADA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.335,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,LAS VEGAS,89148,CONTRIBUTIONS,,2020,SB,4073120191661913640,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234532,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
